,id,title,keywords,genres,director,producer,compositor,actor_1,actor_2,actor_3
2395,91010,Game Change,presidential election politics republican party,TV Movie Drama History,Jay Roach,,Theodore Shapiro,Julianne Moore,Woody Harrelson,Ed Harris
2396,304410,The Bélier Family,deafness music coming of age teenage girl singing family sign language,Comedy Drama Music,Eric Lartigau,,,Louane Emera,Karin Viard,François Damiens
2397,15849,The Mummy,egypt virgin museum mummy incantation reincarnation resurrection buried alive excavation trance goddess sorcerer african archaeologist pre-code priestess eternal love condemned man buried tomb ancient curse ancient scroll,Horror,Karl Freund,Carl Laemmle Jr.,James Dietrich,Boris Karloff,Zita Johann,David Manners
2398,13378,Mickey's Twice Upon a Christmas,holiday woman director christmas,Animation Family,Carole Holliday,Pam Marsden,,Wayne Allwine,Tony Anselmo,Bill Farmer
2399,174,Star Trek VI: The Undiscovered Country,farewell federation peace conference uss enterprise-a rura penthe court case peace contract plan klingon space opera,Science Fiction Action Adventure Thriller,Nicholas Meyer,Steven-Charles Jaffe,Cliff Eidelman,William Shatner,Leonard Nimoy,DeForest Kelley
2400,4464,Seabiscuit,horse race based on novel or book american dream horse racehorse great depression based on a true story jockey horse trainer seabiscuit 1930s,Drama History,Gary Ross,Gary Ross,Randy Newman,Jeff Bridges,David McCullough,Chris Cooper
2401,2907,The Addams Family,dead wish vampire black humor uncle eccentric werewolf macabre loan shark accountant,Horror Comedy Fantasy,Barry Sonnenfeld,Scott Rudin,Marc Shaiman,Raúl Juliá,Anjelica Huston,Christopher Lloyd
2402,8974,The War of the Worlds,laser gun space marine dystopia space invasion alien invasion,Science Fiction Action,Byron Haskin,George Pal,,Gene Barry,Ann Robinson,Les Tremayne
2403,7291,36th Precinct,,Crime Drama Thriller,Olivier Marchal,Franck Chorot,Erwann Kermorvant,Daniel Auteuil,Gérard Depardieu,André Dussollier
2404,369883,Middle School: The Worst Years of My Life,middle school based on children's book,Family Comedy,Steve Carr,,Jeff Cardoni,Griffin Gluck,Lauren Graham,Alexa Nisenson
2405,184352,Tom at the Farm,gay homophobia psychopath homosexuality gay relationship gay interest in the closet criminal lgbt sadistic psychopath male psychopath,Drama Thriller Mystery,Xavier Dolan,Charles Gillibert,Gabriel Yared,Xavier Dolan,Pierre-Yves Cardinal,Lise Roy
2406,8833,Double Trouble,dual identity secret identity rio de janeiro mistake in person doppelgänger brawl,Action Comedy,Enzo Barboni,Vittorio Galiano,Franco Micalizzi,Terence Hill,Bud Spencer,April Clough
2407,339987,The Exception,spy based on novel or book resistance dutch world war i nazi investigation love holland jewish,Drama,David Leveaux,Lou Pitt,Ilan Eshkeri,Lily James,Jai Courtney,Eddie Marsan
2408,36657,X-Men,mutant superhero based on comic superhuman,Adventure Action Science Fiction,Bryan Singer,Lauren Shuler Donner,Michael Kamen,Hugh Jackman,Patrick Stewart,Ian McKellen
2409,335797,Sing,cgi furry anthropomorphism singing theatre singing competition,Animation Comedy Drama Family,Garth Jennings,Janet Healy,Joby Talbot,Matthew McConaughey,Reese Witherspoon,Seth MacFarlane
2410,302946,The Accountant,autism criminal accountant,Crime Thriller Drama,Gavin O'Connor,Lynette Howell Taylor,,Ben Affleck,Anna Kendrick,J.K. Simmons
2411,204668,Belle and Sebastian,world war ii based on children's book dog boy and dog alps children in wartime,Adventure,Nicolas Vanier,,,Félix Bossuet,Tchéky Karyo,Dimitri Storoge
2412,11689,Crime Busters,crime fighter harley davidson police police everyday life police academy,Action Comedy,Enzo Barboni,,Guido De Angelis,Terence Hill,Bud Spencer,Laura Gemser
2413,13253,Futurama: Bender's Game,based on tv series dungeons and dragons,Animation Comedy Science Fiction,Dwayne Carey-Hill,Lee Supercinski,Christopher Tyng,Billy West,Katey Sagal,John DiMaggio
2414,1637,Speed,bomb airport bus bus ride highway bomb planting,Action Adventure Crime,Jan de Bont,Mark Gordon,Mark Mancina,Keanu Reeves,Dennis Hopper,Sandra Bullock
2415,10537,The Doors,hippie poetry sex rock 'n' roll hallucination wilderness airplane musical addicted joint organ lsd biography alcoholism singer drugs music band,Drama Music,Oliver Stone,Bill Graham,Olivia Barash,Val Kilmer,Meg Ryan,Kyle MacLachlan
2416,341744,Truman,madrid cancer dog,Comedy Drama,Cesc Gay,Diego Dubcovsky,Nico Cota,Ricardo Darín,Javier Cámara,Dolores Fonzi
2417,308084,Tangerine,taxi prostitute transsexuality sex taxi driver laundromat hollywood los angeles christmas eve lgbt black lgbt transsexual prostitute shot on iphone,Comedy Drama,Sean Baker,Sean Baker,,Kitana Kiki Rodriguez,Mya Taylor,Karren Karagulian
2418,118,Charlie and the Chocolate Factory,london chocolate factory worker based on novel or book parent child relationship candy overweight child grandparent grandchild relationship teacher,Adventure Comedy Family Fantasy,Tim Burton,Richard D. Zanuck,Danny Elfman,Freddie Highmore,Johnny Depp,David Kelly
2419,1381,The Fountain,brain tumor operation queen love of one's life fountain surgeon tree dying and death transience immortality maya civilization monkey conquest,Drama Adventure Science Fiction Romance,Darren Aronofsky,Arnon Milchan,Clint Mansell,Hugh Jackman,Rachel Weisz,Ellen Burstyn
2420,67913,The Guard,prostitute blackmail drug smuggle rural setting dry humour,Action Comedy Thriller Crime,John Michael McDonagh,Flora Fernandez-Marengo,,Brendan Gleeson,Don Cheadle,Liam Cunningham
2421,254320,The Lobster,hotel suicide attempt boat dystopia woods punishment blood swimming grave digging dead rabbit manhunt shooting an animal,Thriller Comedy Drama Romance Science Fiction,Yorgos Lanthimos,Ceci Dempsey,,Colin Farrell,Rachel Weisz,Léa Seydoux
2422,26428,Agora,christianity philosophy egypt new love war cult historical figure history sword fight ancient world destiny hypatia misogyny persecution library of alexandria political unrest impossible love false history power relations unfulfillment master servant relationship love and romance unfulfilled love 5th century,Adventure Drama History,Alejandro Amenábar,Fernando Bovaira,,Rachel Weisz,Max Minghella,Oscar Isaac
2423,62177,Brave,scotland rebel bravery kingdom archer wish animation bear scot rebellious daughter turns into animal archery ruins aftercreditsstinger peace offering woman director courage quest disney,Animation Adventure Comedy Family Action Fantasy,Mark Andrews,Katherine Sarafian,Patrick Doyle,Kelly Macdonald,Billy Connolly,Emma Thompson
2424,20766,The Road,based on novel or book post-apocalyptic dystopia paternity survival duringcreditsstinger starvation struggle father son relationship,Adventure Drama,John Hillcoat,Paula Mae Schwartz,,Viggo Mortensen,Kodi Smit-McPhee,Charlize Theron
2425,11224,Cinderella,loss of loved one based on novel or book mouse ball fairy prince musical midnight princess love orphan family evil stepmother fairy godmother glass slipper,Family Fantasy Animation Romance,Clyde Geronimi,Walt Disney,Paul J. Smith,Ilene Woods,Eleanor Audley,Lucille Bliss
2426,2322,Sneakers,hacker mathematician assignment company,Comedy Crime Drama,Phil Alden Robinson,Walter F. Parkes,James Horner,Robert Redford,Sidney Poitier,Dan Aykroyd
2427,321528,Batman vs. Robin,dc comics based on comic robin super power dollmaker court of owls dc animated movie universe,Action Adventure Animation,Jay Oliva,James Tucker,,Jason O'Mara,Stuart Allan,David McCallum
2428,10339,Moby Dick,based on novel or book captain boat obsession shipwreck stroke of fate whale walrus revenge,Adventure Drama,John Huston,Vaughan N. Dean,Philip Sainton,Gregory Peck,Richard Basehart,Leo Genn
2429,10876,Quills,paris france asylum french revolution french smuggling based on play or musical maid marquis de sade 19th century,Drama,Philip Kaufman,Julia Chasman,Stephen Warbeck,Geoffrey Rush,Kate Winslet,Joaquin Phoenix
2430,528949,The Photographer of Mauthausen,photographer holocaust world war ii communist spanish civil war biography based on a true story holocaust survivor republican nazi occupation nazism concentration camp survivor 1940s spanish 2nd republic nazi trials nazi war criminal spanish republicans,Thriller History Drama,Mar Targarona,Joaquín Padró,Diego Navarro,Mario Casas,Richard van Weyden,Alain Hernández
2431,408508,Blue Jay,,Drama,Alexandre Lehmann,Xan Aranda,Julian Wass,Mark Duplass,Sarah Paulson,Clu Gulager
2432,67660,Think Like a Man,advice love relationship ensemble cast duringcreditsstinger turning the tables reading a book african american comedy,Comedy Romance,Tim Story,William Packer,Christopher Lennertz,Michael Ealy,Jerry Ferrara,Meagan Good
2433,18240,The Proposal,fictitious marriage deportation immigration law alaska co-worker humiliation book editor fake boyfriend duringcreditsstinger woman director pretend relationship,Comedy Romance Drama,Anne Fletcher,David Hoberman,Aaron Zigman,Sandra Bullock,Ryan Reynolds,Mary Steenburgen
2434,16553,Little Manhattan,"jealousy dream karate flower girl marriage love television producer school new york city divorce first love manhattan, new york city interracial adoption",Comedy Romance,Mark Levin,Gavin Polone,Chad Fischer,Josh Hutcherson,Charlie Ray,Bradley Whitford
2435,333371,10 Cloverfield Lane,kidnapping bunker paranoia basement survivalist apocalypse car accident captive,Thriller Science Fiction Drama,Dan Trachtenberg,J.J. Abrams,,Mary Elizabeth Winstead,John Goodman,John Gallagher Jr.
2436,19204,The Beyond,hotel experiment hell gore morgue undead blood zombie violence gothic horror gothic mutilation ghost blindness video nasty acid grim dire entrails,Horror,Lucio Fulci,Fabrizio De Angelis,Fabio Frizzi,Catriona MacColl,David Warbeck,Cinzia Monreale
2437,6936,Ben X,underdog autism daily life fantasy mobbing dangerous virtual reality games asperger's syndrome school life,Drama,Nic Balthazar,Burny Bos,Praga Khan,Greg Timmermans,Laura Verlinden,Marijke Pinoy
2438,3170,Bambi,loss of loved one forest deer coming of age best friend rabbit forest fire,Animation Drama Family,David Hand,Walt Disney,Frank Churchill,Donnie Dunagan,Peter Behn,Stan Alexander
2439,285783,The Walk,new york 1970s skyscraper based on a true story tightrope planning world trade center trespass,Adventure Drama Thriller,Robert Zemeckis,Jack Rapke,Alan Silvestri,Joseph Gordon-Levitt,Ben Kingsley,Charlotte Le Bon
2440,55787,Water for Elephants,based on novel or book elephant clown great depression elephant trainer veterinary,Drama Romance,Francis Lawrence,Gil Netter,James Newton Howard,Reese Witherspoon,Robert Pattinson,Christoph Waltz
2441,2295,Clerks II,independent film aftercreditsstinger duringcreditsstinger,Comedy,Kevin Smith,Scott Mosier,James L. Venable,Brian O'Halloran,Jeff Anderson,Jason Mewes
2442,17845,Loft,,Drama Mystery Romance Thriller,Erik Van Looy,,,Koen De Bouw,Filip Peeters,Matthias Schoenaerts
2443,1934,Shakespeare in Love,london shakespeare theatre play queen elizabeth i playwright cross dressing false history francis bacon 16th century acting stratford elizabethan england,History Romance Comedy,John Madden,Edward Zwick,Stephen Warbeck,Joseph Fiennes,Gwyneth Paltrow,Geoffrey Rush
2444,210479,Locke,london england wife husband relationship pregnancy cheating husband construction site one night road movie driving one location project manager driving at night car phone,Drama Thriller,Steven Knight,Guy Heeley,Dickon Hinchliffe,Tom Hardy,Ruth Wilson,Andrew Scott
2445,14924,Sid & Nancy,1970s drug addiction based on a true story sex pistols punk rock cult film bassist punk band sid vicious music tour music manager chelsea hotel toxic relationship boyfriend girlfriend relationship co-workers relationship,Drama Music Romance,Alex Cox,Eric Fellner,Dan Wool,Gary Oldman,Chloe Webb,David Hayman
2446,388399,Patriots Day,boston massachusetts police chief terrorism manhunt boston marathon,Action Drama Crime History,Peter Berg,Dorothy Aufiero,,Mark Wahlberg,John Goodman,J.K. Simmons
2447,35,The Simpsons Movie,parent child relationship lake springfield duff beer garbage pig pollution environmental protection agency quarantine alcoholism love alaska dysfunctional family dysfunctional marriage ecology saving lives first love duringcreditsstinger donuts,Animation Comedy Family,David Silverman,James L. Brooks,Hans Zimmer,Dan Castellaneta,Julie Kavner,Nancy Cartwright
2448,2164,Stargate,egypt pyramid space travel teleportation uprising space shot to death androgyny space western timebomb death of son nuclear weapons invented language hieroglyph egyptian mythology egyptology,Action Adventure Science Fiction,Roland Emmerich,Dean Devlin,David Arnold,Kurt Russell,James Spader,Jaye Davidson
2449,175774,Ruby Red,time traveler teenage romance,Fantasy Adventure Family Drama Science Fiction,Felix Fuchssteiner,Felix Fuchssteiner,Philipp F. Kölmel,Maria Ehrich,Jannis Niewöhner,Laura Berlin
2450,84329,Robot & Frank,friendship robot senior citizen cat thief,Science Fiction Comedy Drama Crime,Jake Schreier,Lance Acord,Francis and the Lights,Frank Langella,Liv Tyler,James Marsden
2451,11329,Runaway Jury,court case gun rampage firearm jury person running amok lobbyist legal thriller,Drama Thriller,Gary Fleder,Gary Fleder,Christopher Young,John Cusack,Gene Hackman,Dustin Hoffman
2452,1630,The People vs. Larry Flynt,poison pornography free love aids eroticism drug addiction group sex wheelchair last judgment court case sentence airplane baptism vulgar millionaire disabled,Drama,Miloš Forman,Oliver Stone,,Woody Harrelson,Courtney Love,Edward Norton
2453,390669,One Kiss,,Romance Comedy,Ivan Cotroneo,Nicola Giuliano,Mika,Rimau Grillo Ritzberger,Valentina Romani,Leonardo Pazzagli
2454,157350,Divergent,based on novel or book future dystopia futuristic youth alternate reality individuality dystopian future caste system based on young adult novel,Action Adventure Science Fiction,Neil Burger,Douglas Wick,Junkie XL,Shailene Woodley,Theo James,Kate Winslet
2455,424781,Sorry to Bother You,slavery satire blood poverty oakland california telemarketer telemarketing human animal hybid race relations modern slavery,Fantasy Science Fiction Comedy,Boots Riley,Jonathan Duffy,Boots Riley,Lakeith Stanfield,Tessa Thompson,Jermaine Fowler
2456,11975,The Rainmaker,jurors proof court case leukemia lawyer courtroom legal thriller,Drama Crime Thriller,Francis Ford Coppola,Michael Douglas,Elmer Bernstein,Matt Damon,Danny DeVito,Jon Voight
2457,9026,The Importance of Being Earnest,new love country estate country house false identity beguilement relatives victorian england pleasure,Comedy Drama History Romance,Oliver Parker,Barnaby Thompson,Charlie Mole,Rupert Everett,Colin Firth,Reese Witherspoon
2458,93456,Despicable Me 2,parent child relationship secret agent bakery good vs evil falling in love family duringcreditsstinger first date minions,Animation Comedy Family,Pierre Coffin,Christopher Meledandri,Heitor Pereira,Steve Carell,Kristen Wiig,Benjamin Bratt
2459,408220,Justice League Dark,dc comics monster supernatural superhero based on comic superheroine creature dc animated movie universe,Action Animation Fantasy Science Fiction Thriller,Jay Oliva,,,Matt Ryan,Jason O'Mara,Camilla Luddington
2460,11843,The Return of the Pink Panther,robbery diamond côte d'azur inspector panther farce,Mystery Comedy Crime,Blake Edwards,Blake Edwards,,Peter Sellers,Christopher Plummer,Catherine Schell
2461,321612,Beauty and the Beast,magic castle fairy tale musical transformation cartoon remake curse creature 18th century beast live action remake,Family Fantasy Romance,Bill Condon,David Hoberman,,Emma Watson,Dan Stevens,Luke Evans
2462,10530,Pocahontas,"culture clash forbidden love colony musical gold rush princess native american colonisation virginia star crossed lovers intercultural relationship based on myths, legends or folklore 17th century shamanism animal sidekick",Adventure Animation Family Romance,Mike Gabriel,James Pentecost,Alan Menken,Irene Bedard,Mel Gibson,David Ogden Stiers
2463,13809,RockNRolla,london gang leader money gang,Action Crime Thriller,Guy Ritchie,Guy Ritchie,Steve Isles,Gerard Butler,Tom Wilkinson,Thandie Newton
2464,13416,Friday Night Lights,sex american football based on novel or book texas career season comeback sport high school coach party true racism teenager team drunk injury quarterback,Drama,Peter Berg,Brian Grazer,,Billy Bob Thornton,Lucas Black,Garrett Hedlund
2465,15856,House on Haunted Hill,wine cellar skeleton remake cigarette smoking blind chandelier,Horror Mystery,William Castle,William Castle,Von Dexter,Vincent Price,Carol Ohmart,Richard Long
2466,10130,Gorillas in the Mist,africa gorilla rwanda photographer mountain menace congo poacher murder jungle sympathy extinction anthropologist national geographic,Drama,Michael Apted,Terence A. Clegg,Maurice Jarre,Sigourney Weaver,Bryan Brown,Julie Harris
2467,14533,Gia,aids biography addiction mockumentary fashion top model,TV Movie Drama Romance,Michael Cristofer,James D. Brubaker,Terence Blanchard,Angelina Jolie,Elizabeth Mitchell,Eric Michael Cole
2468,347031,Swiss Army Man,beach survival dead body corpse deserted island weird friend,Comedy Drama Romance Fantasy Adventure,Dan Kwan,Lawrence Inglee,Andy Hull,Paul Dano,Daniel Radcliffe,Mary Elizabeth Winstead
2469,46705,Blue Valentine,dancing nurse depression classroom bridge marriage truck love dysfunctional family children,Drama Romance,Derek Cianfrance,Carrie Fix,Grizzly Bear,Ryan Gosling,Michelle Williams,Mike Vogel
2470,37950,Charlie St. Cloud,sibling relationship based on novel or book sailing ghost young adult,Drama Romance,Burr Steers,Marc Platt,,Zac Efron,Amanda Crew,Charlie Tahan
2471,49009,The Way Back,escape india gulag american thug based on memoir or autobiography,Drama Adventure History,Peter Weir,Joni Levin,Burkhard von Dallwitz,Colin Farrell,Dejan Angelov,Dragoș Bucur
2472,12225,Cashback,london supermarket nudity time boredom insomnia night shift painting art school sexual fantasy memory sexual attraction based on short film break-up art first kiss ex-boyfriend ex-girlfriend relationship imagination duringcreditsstinger,Drama Comedy Romance,Sean Ellis,Lene Bausager,Guy Farley,Sean Biggerstaff,Emilia Fox,Shaun Evans
2473,2061,Pusher,copenhagen drug dealer police operation drugs,Action Crime Drama Thriller,Nicolas Winding Refn,Henrik Danstrup,Povl Kristian,Kim Bodnia,Mads Mikkelsen,Laura Drasbæk
2474,16198,My Neighbors the Yamadas,middle class based on comic surrealism dysfunctional family computer animation urban setting cult film grandmother japanese family haiku anime,Animation Family,Isao Takahata,Michael Johnson,Akiko Yano,Hayato Isohata,Masako Araki,Naomi Uno
2475,60670,The Crimson Rivers,skinhead detective nun based on novel or book mountain secret ritual village investigation murder serial killer drug use corpse demon policeman graveyard,Crime Mystery Thriller,Mathieu Kassovitz,Alain Goldman,,Jean Reno,Vincent Cassel,Nadia Farès
2476,41428,Tetsuo: The Iron Man,fetishism transformation dystopia gore metal japanese cyberpunk,Horror Science Fiction,Shinya Tsukamoto,Shinya Tsukamoto,Chu Ishikawa,Tomoro Taguchi,Kei Fujiwara,Nobu Kanaoka
2477,11360,Dumbo,circus mother dream mouse elephant nightmare suffering clown ear musical crow affection storch animation big ears,Animation Family,Ben Sharpsteen,Walt Disney,Frank Churchill,Sterling Holloway,Herman Bing,John McLeish
2478,1547,The Lost Boys,california street gang parent child relationship small town vampire comic book boardwalk single amusement park seaside town brother brother relationship,Horror Comedy,Joel Schumacher,Harvey Bernhard,,Jason Patric,Corey Haim,Dianne Wiest
2479,9952,Rescue Dawn,war crimes vietnam war laos soldier violence pipe smoking rice paddy letter from home ant's nest net fishing dragging someone airplane shot down,Adventure Drama War,Werner Herzog,Walter Josten,Klaus Badelt,Christian Bale,Steve Zahn,Marshall Bell
2480,308032,The Stanford Prison Experiment,prison 1970s experiment prison brutality inspired by true events human experiment,Thriller Drama,Kyle Patrick Alvarez,Lauren Bratman,Andrew Hewitt,Billy Crudup,Michael Angarano,Ezra Miller
2481,15143,Some Kind of Wonderful,school teen movie best friend tomboy female drummer,Drama Romance,Howard Deutch,John Hughes,,Eric Stoltz,Mary Stuart Masterson,Lea Thompson
2482,8009,Highlander,new york scotland swordplay sword immortality cult film,Adventure Action Fantasy,Russell Mulcahy,Peter S. Davis,Michael Kamen,Christopher Lambert,Roxanne Hart,Clancy Brown
2483,459992,Long Shot,,Comedy Romance,Jonathan Levine,Evan Goldberg,Marco Beltrami,Seth Rogen,Charlize Theron,O'Shea Jackson Jr.
2484,1770,Michael Collins,civil war fight presidential election freedom fighter chinese civil war biography ireland irish rebellion 1920s,Drama Thriller History,Neil Jordan,Stephen Woolley,Elliot Goldenthal,Liam Neeson,Aidan Quinn,Stephen Rea
2485,377154,Being 17,gay homophobia bullying homosexuality gay relationship in the closet pyrenees first love lgbt lgbt teen,Drama,André Téchiné,Olivier Delbosc,Alexis Rault,Sandrine Kiberlain,Kacey Mottet Klein,Corentin Fila
2486,65215,Family Guy Presents Stewie Griffin: The Untold Story,family guy,Comedy Animation,Pete Michels,,Ron Jones,Seth MacFarlane,Alex Borstein,Seth Green
2487,467956,The Professor,sex terminal illness drugs drinking madness college professor recklessness bold free,Comedy Drama,Wayne Roberts,,,Johnny Depp,Rosemarie DeWitt,Odessa Young
2488,15805,Batman & Mr. Freeze: SubZero,based on comic super power mr. freeze,Animation Action Crime Family,Boyd Kirkland,,,Kevin Conroy,Michael Ansara,Mary Kay Bergman
2489,10839,Cross of Iron,world war ii russian troops battle for power hostility commander lieutenant russian front sergeant,Drama Action History War,Sam Peckinpah,Wolf C. Hartwig,Ernest Gold,James Coburn,Maximilian Schell,James Mason
2490,74534,The Best Exotic Marigold Hotel,holiday hotel based on novel or book asia operation married couple racist india ensemble cast elderly jaipur india personal growth outsourcing,Drama Comedy,John Madden,Graham Broadbent,,Bill Nighy,Maggie Smith,Tom Wilkinson
2491,18937,Quest for Camelot,sword camelot king arthur dragon knights of the round table,Fantasy Animation Drama Romance Family,Frederik Du Chau,Dalisa Cohen,Patrick Doyle,Jessalyn Gilsig,Cary Elwes,Gary Oldman
2492,13939,Death Wish,new york taxi fight architect police vigilante,Action,Michael Winner,Hal Landers,Herbie Hancock,Charles Bronson,Hope Lange,Vincent Gardenia
2493,97630,Zero Dark Thirty,assassination cia hotel terrorist prisoner car dealer mossad van iraq pakistan osama bin laden man hunt navy seal f word female protagonist gunfight raid violence text message monkey dog special forces tied up military area 51 terrorist group torturing woman director al qaeda prison camp water torture suicide bombing 21st century ex special forces post 9/11 helicopter crash islamabad,Thriller Drama History,Kathryn Bigelow,Kathryn Bigelow,Alexandre Desplat,Jessica Chastain,Jason Clarke,Mark Strong
2494,392,Chocolat,chocolate parent child relationship mayor praline single,Comedy Drama Romance,Lasse Hallström,David Brown,Rachel Portman,Juliette Binoche,Alfred Molina,Johnny Depp
2495,454227,Outlaw King,scotland castle exile biography uprising period drama historical drama 14th century,Drama Action History,David Mackenzie,Gillian Berrie,,Chris Pine,Aaron Taylor-Johnson,Florence Pugh
2496,55347,Beginners,gay secret coming out cancer relationship lgbt father son relationship gay father,Drama Romance Comedy,Mike Mills,Leslie Urdang,Brian Reitzell,Ewan McGregor,Christopher Plummer,Mélanie Laurent
2497,1826,Russian Dolls,paris france london sex screenplay screenwriter ex-girlfriend boat wedding st. petersburg russia ship ballet dancer independent film ballet author wedding,Comedy Drama Romance,Cédric Klapisch,Matthew Justice,,Romain Duris,Kelly Reilly,Audrey Tautou
2498,1832,Dogma,angel wisconsin church service satire dark comedy religion church aftercreditsstinger duringcreditsstinger,Fantasy Comedy Adventure,Kevin Smith,Scott Mosier,Howard Shore,Ben Affleck,Matt Damon,Linda Fiorentino
2499,401246,The Square,theft installation town square shame art museum altruism father daughter relationship,Drama,Ruben Östlund,Erik Hemmendorff,,Claes Bang,Elisabeth Moss,Dominic West
2500,38366,The Cyclone,,Romance Drama Comedy,Leonardo Pieraccioni,Vittorio Cecchi Gori,,Leonardo Pieraccioni,Lorena Forteza,Barbara Enrichi
2501,15775,If Only,loss of loved one love blood heavy rain death of girlfriend death of boyfriend,Fantasy Drama Romance,Gil Junger,Jill Gilbert,Adrian Johnston,Jennifer Love Hewitt,Paul Nicholls,Tom Wilkinson
2502,11879,Near Dark,small town motel sunlight vampire victim farm kiss gang leader femme fatale redneck hitchhiker exploding car road movie police raid woman director neo-noir nomad vampire clan,Horror,Kathryn Bigelow,Steven-Charles Jaffe,Christopher Franke,Adrian Pasdar,Jenny Wright,Lance Henriksen
2503,246355,Saw,kidnapping paralysis hospital torture short,Crime Horror Thriller,James Wan,,,Leigh Whannell,Paul Moder,Katrina Mathers
2504,9487,A Bug's Life,winter fight ant invention collector ant-hill kids and family grass duringcreditsstinger,Adventure Animation Comedy Family,John Lasseter,Darla K. Anderson,Randy Newman,Dave Foley,Kevin Spacey,Julia Louis-Dreyfus
2505,399057,The Killing of a Sacred Deer,wife husband relationship hostage blackmail surgeon paralysis insanity revenge dysfunctional family hospital cruelty brutality cafe cardiologist recovering alcoholic open heart surgery,Drama Thriller Mystery,Yorgos Lanthimos,Ed Guiney,,Colin Farrell,Nicole Kidman,Barry Keoghan
2506,85889,Filth,scotland cop bipolar bipolar disorder,Crime Drama Comedy,Jon S. Baird,Stephen Mao,Clint Mansell,James McAvoy,Jamie Bell,Eddie Marsan
2507,1833,Rent,"gay sex aids musical hiv based on play or musical telephone call rock opera missing person hiv positive mugging lower east side, manhattan",Drama Romance,Chris Columbus,Michael Barnathan,,Anthony Rapp,Adam Pascal,Rosario Dawson
2508,113947,The Sessions,cat virgin narration wheelchair graduation based on a true story sexual arousal judaism power outage intimate catholic church naked sexual awakening male virgin woman crying sponge bath catholic priest jealous husband iron lung sex surrogate polio polio victim jewish man gurney sexual pleasure pity sex jewish convert handicap sex sexual exploration thrift store,Drama Romance Comedy,Ben Lewin,Judi Levine,Marco Beltrami,John Hawkes,Helen Hunt,William H. Macy
2509,402900,Ocean's Eight,new york usa women heist spin off estranged sister the met gala,Crime Comedy Action Thriller,Gary Ross,Steven Soderbergh,,Sandra Bullock,Cate Blanchett,Anne Hathaway
2510,11633,Appleseed,man vs machine cyborg terrorist metropolis future post-apocalyptic mecha cyberpunk based on manga police officer,Animation Action Science Fiction,Shinji Aramaki,Fumihiko Sori,Paul Oakenfold,Ai Kobayashi,Jūrōta Kosugi,Yuki Matsuoka
2511,76492,Hotel Transylvania,hotel witch magic mummy vampire dracula skeleton backpacker love romance wolfman zombie invisible man duringcreditsstinger nosferatu protective father magical creature father daughter relationship,Animation Comedy Family Fantasy,Genndy Tartakovsky,Michelle Murdocca,Mark Mothersbaugh,Adam Sandler,Andy Samberg,Selena Gomez
2512,423899,Victoria & Abdul,based on novel or book biography based on a true story queen victoria 19th century british monarchy,Drama History,Stephen Frears,Tim Bevan,,Judi Dench,Ali Fazal,Tim Pigott-Smith
2513,242090,The One I Love,weekend therapist marriage dilemma escape couple discovery retreat help feelings,Romance Comedy Drama,Charlie McDowell,Mel Eslyn,Danny Bensi,Mark Duplass,Elisabeth Moss,Ted Danson
2514,567604,Once Upon a Deadpool,based on comic christmas,Comedy Action,David Leitch,Simon Kinberg,,Ryan Reynolds,Fred Savage,Josh Brolin
2515,68721,Iron Man 3,usa terrorist war on terror tennessee malibu superhero based on comic aftercreditsstinger marvel cinematic universe,Action Adventure Science Fiction,Shane Black,Kevin Feige,Brian Tyler,Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle
2516,7445,Brothers,sibling relationship loss of loved one brother-in-law war in afghanistan sister-in-law,Drama Thriller War,Jim Sheridan,Michael De Luca,Thomas Newman,Tobey Maguire,Jake Gyllenhaal,Natalie Portman
2517,285923,Grindhouse,exploitation slasher zombie killer car death,Thriller Action Horror,Robert Rodriguez,Elizabeth Avellan,,Kurt Russell,Zoë Bell,Rosario Dawson
2518,9732,The Lion King 2: Simba's Pride,africa baby lion friendship father daughter relationship,Adventure Animation Family,Darrell Rooney,Jeannine Roussel,,Matthew Broderick,Moira Kelly,Neve Campbell
2519,586,Wag the Dog,washington d.c. rape cia usa president movie business war veteran staging albania sex scandal senator presidential election gulf war media adviser manipulation of the media election campaign government war soldier extramarital affair,Comedy Drama,Barry Levinson,Robert De Niro,Mark Knopfler,Dustin Hoffman,Robert De Niro,Anne Heche
2520,39108,Dragon Ball Z: Wrath of the Dragon,anime,Fantasy Animation Action Science Fiction,Mitsuo Hashimoto,,Shunsuke Kikuchi,Masako Nozawa,Ryou Horikawa,Takeshi Kusao
2521,11631,Mamma Mia!,"single parent parent child relationship greece musical single based on song, poem or rhyme duringcreditsstinger woman director",Comedy Romance,Phyllida Lloyd,Gary Goetzman,Benny Andersson,Meryl Streep,Amanda Seyfried,Pierce Brosnan
2522,9533,Red Dragon,fbi psychopath murder serial killer,Crime Horror Thriller Drama,Brett Ratner,Martha De Laurentiis,Danny Elfman,Anthony Hopkins,Edward Norton,Ralph Fiennes
2523,12101,Soylent Green,paranoia future dystopia overpopulation cult film,Mystery Science Fiction Thriller,Richard Fleischer,Walter Seltzer,,Charlton Heston,Edward G. Robinson,Leigh Taylor-Young
2524,369770,The Sense of Wonder,weather forecast autism hacker widow book store,Comedy Romance Drama,Éric Besnard,Patrice Ledoux,,Virginie Efira,Benjamin Lavernhe,Lucie Fagedet
