,id,title,keywords,genres,director,producer,compositor,actor_1,actor_2,actor_3
2525,754,Face/Off,undercover mexican standoff fbi biological weapon face transplant rage and hate fistfight hostility revenge deception flashback tragedy shootout hospital boat chase los angeles explosion extreme violence prison escape criminal gang golden gun arch villain bullet ballet,Action Crime Science Fiction Thriller,John Woo,Terence Chang,John Powell,John Travolta,Nicolas Cage,Joan Allen
2526,533,Wallace & Gromit: The Curse of the Were-Rabbit,competition garden northern england village vegetable yorkshire stop motion contest dog rabbit pest control giant vegetable claymation plasticine,Adventure Animation Comedy Family,Steve Box,Claire Jennings,Julian Nott,Peter Sallis,Helena Bonham Carter,Ralph Fiennes
2527,39013,Winter's Bone,based on novel or book missouri father court bail drug trade girl aftercreditsstinger duringcreditsstinger woman director ozarks,Drama,Debra Granik,Anne Rosellini,Dickon Hinchliffe,Jennifer Lawrence,John Hawkes,Kevin Breznahan
2528,84175,Beasts of the Southern Wild,refugee camp explosive hurricane flooding global warming bayou crab based on play or musical storm celebration auroch tough love defrost levee prehistoric creature lost mother melting ice caps shrimp salt water crawfish shrimping submerged grits african american child wild man,Drama Fantasy Adventure,Benh Zeitlin,Michael Gottwald,Dan Romer,Quvenzhané Wallis,Dwight Henry,Levy Easterly
2529,437033,Toc Toc,obsessive compulsive disorder,Comedy,Vicente Villanueva,,,Alexandra Jiménez,Paco León,Rossy de Palma
2530,17111,Shutter,suicide photographer nightmare thailand revenge flashback car accident scream polaroid ghost strobe light secret lover preserved corpse lights out asian horror mental hospital,Fantasy Horror Mystery Thriller,Banjong Pisanthanakun,,Chatchai Pongprapaphan,Ananda Everingham,Natthaweeranuch Thongmee,Achita Sikamana
2531,12089,The Tall Blond Man with One Black Shoe,intelligence decoy extramarital affair,Comedy Mystery,Yves Robert,Yves Robert,Vladimir Cosma,Pierre Richard,Jean Rochefort,Bernard Blier
2532,9386,In the Line of Fire,cia assassin running the white house usa president bodyguard stalking election apartment secret service secret service agent,Action Drama Thriller Crime Mystery,Wolfgang Petersen,Jeff Apple,Ennio Morricone,Clint Eastwood,Rene Russo,John Malkovich
2533,30508,Berlin Calling,drug abuse techno music drugs psychiatry electro,Comedy Drama Music,Hannes Stöhr,,Paul Kalkbrenner,Paul Kalkbrenner,Rita Lengyel,Corinna Harfouch
2534,7012,The Day After,nuclear war cold war kansas disaster,TV Movie Science Fiction Drama,Nicholas Meyer,Robert Papazian,,Jason Robards,John Cullum,JoBeth Williams
2535,97367,The Place Beyond the Pines,corruption drug abuse parent child relationship hostage motel carnival stuntman mechanic house party bag of money religion motorcycle bank robbery car chase rookie cop haunted by the past legacy evidence room,Drama Crime,Derek Cianfrance,Lynette Howell Taylor,Mike Patton,Ryan Gosling,Bradley Cooper,Eva Mendes
2536,320,Insomnia,hotel detective confession fbi homicide blackmail hallucination suspect insomnia love remake murder alaska los angeles teenager guilt neo-noir midnight sun planted evidence,Crime Mystery Thriller,Christopher Nolan,Broderick Johnson,David Julyan,Al Pacino,Robin Williams,Hilary Swank
2537,10218,Swingers,independent film stuffed animal hollywood drink swinger producer following someone name calling aspiring actor actor,Comedy Romance,Doug Liman,Victor Simpkins,Justin Reinhardt,Jon Favreau,Vince Vaughn,Ron Livingston
2538,13667,Better Off Dead...,duck nerd paperboy snow skiing aftercreditsstinger duringcreditsstinger,Comedy,Savage Steve Holland,Michael Jaffe,Rupert Hine,John Cusack,David Ogden Stiers,Kim Darby
2539,56804,Viaggi di nozze,,,Carlo Verdone,,,Carlo Verdone,Veronica Pivetti,Claudia Gerini
2540,73532,Le Havre,refugee poverty policeman shoe shiner northern france port,Drama Comedy,Aki Kaurismäki,Aki Kaurismäki,,André Wilms,Kati Outinen,Blondin Miguel
2541,258216,Nymphomaniac: Vol. I,sex fly fishing virgin uniform sin nymphomaniac beating controversial addict experience,Drama,Lars von Trier,Louise Vesth,,Charlotte Gainsbourg,Stellan Skarsgård,Stacy Martin
2542,10297,How to Marry a Millionaire,luxury mannequin musical,Comedy Romance,Jean Negulesco,Nunnally Johnson,Alfred Newman,Lauren Bacall,Marilyn Monroe,Betty Grable
2543,8052,Hard Eight,gambling prostitute casino cheating blackmail male friendship gambling debts hostage-taking independent film las vegas,Drama Thriller,Paul Thomas Anderson,Robert Jones,Jon Brion,Philip Baker Hall,Gwyneth Paltrow,John C. Reilly
2544,298115,Dragons: Dawn Of The Dragon Racers,based on novel or book short,Adventure Animation Comedy Family Fantasy,Elaine Bogan,Chad Hammes,John Paesano,Jay Baruchel,America Ferrera,Christopher Mintz-Plasse
2545,152737,August: Osage County,suicide drug addiction funeral dysfunctional family based on play or musical midwest southern bleak comedy mental disorders,Comedy Drama,John Wells,George Clooney,Gustavo Santaolalla,Meryl Streep,Julia Roberts,Chris Cooper
2546,427348,Carbone,,Thriller Crime,Olivier Marchal,Manuel Munz,,Benoît Magimel,Laura Smet,Gringe
2547,187017,22 Jump Street,high school undercover cop buddy comedy aftercreditsstinger duringcreditsstinger,Crime Comedy Action,Phil Lord,Jonah Hill,Mark Mothersbaugh,Jonah Hill,Channing Tatum,Peter Stormare
2548,445571,Game Night,wife husband relationship kidnapping airplane games board game dark comedy neighbor dog game fabergé egg aftercreditsstinger fight club brother brother relationship,Mystery Comedy Crime,John Francis Daley,John Davis,Cliff Martinez,Jason Bateman,Rachel McAdams,Billy Magnussen
2549,1374,Rocky IV,usa transporter loss of loved one cold war soviet union boxer kgb dying and death loss of powers boxing match training matter of life and death sibiria friendship victory sport revenge,Drama,Sylvester Stallone,Robert Chartoff,Vince DiCola,Sylvester Stallone,Talia Shire,Burt Young
2550,2289,Cold Mountain,loss of loved one deserter love of one's life early america,Adventure Drama History Romance,Anthony Minghella,William Horberg,Gabriel Yared,Jude Law,Nicole Kidman,Renée Zellweger
2551,401847,Can You Ever Forgive Me?,based on novel or book cat biography based on a true story author new york city woman director forgery female author,Drama Crime Comedy,Marielle Heller,Anne Carey,Nate Heller,Melissa McCarthy,Richard E. Grant,Dolly Wells
2552,16153,Alice Doesn't Live Here Anymore,waitress arizona widow son road trip singer tucson phoenix arizona,Drama Romance Comedy,Martin Scorsese,David Susskind,,Ellen Burstyn,Kris Kristofferson,Alfred Lutter
2553,127560,The Railway Man,post traumatic stress  disorder world war ii victim autobiography based on a true story history revenge redemption torture,Drama History,Jonathan Teplitzky,Chris Brown,David Hirschfelder,Jeremy Irvine,Colin Firth,Stellan Skarsgård
2554,469274,City Hunter,,Adventure Comedy,Philippe Lacheau,,,Philippe Lacheau,Élodie Fontan,Tarek Boudali
2555,24420,The Time Traveler's Wife,based on novel or book wife husband relationship future time time travel love travel tragic love relationship time traveler disorder genetic disorder,Drama Romance Fantasy,Robert Schwentke,Dede Gardner,Mychael Danna,Eric Bana,Rachel McAdams,Michelle Nolden
2556,9667,The Jacket,smoking medicine experiment psychology hallucination time travel war love psychologist soldier psychiatrist dead wrongful arrest iraq veteran near-death experience truck stop murder of a police officer,Thriller Mystery Drama,John Maybury,George Clooney,Brian Eno,Adrien Brody,Keira Knightley,Kris Kristofferson
2557,221902,Two Days One Night,depression suicide attempt belgium unemployment injustice employer employee relationship bonus economic crisis xanax family affairs,Drama,Jean-Pierre Dardenne,Denis Freyd,,Marion Cotillard,Fabrizio Rongione,Catherine Salée
2558,458737,First Reformed,suicide new york pastor explosive climate change church choir diary minister pregnancy funeral widow faith alcoholism priest cancer religion morality barbed wire church religious alcoholic environment eco terrorism ex-wife environmentalism ex-husband ex-wife relationship reverend cremation abortion,Drama,Paul Schrader,Jack Binder,Brian Williams,Ethan Hawke,Amanda Seyfried,Cedric the Entertainer
2559,1412,sex lies and videotape,sexual obsession sex sexuality camcorder spanner orgasm longing interview videotape voyeurism,Drama,Steven Soderbergh,Nick Wechsler,Cliff Martinez,Andie MacDowell,Peter Gallagher,James Spader
2560,12919,Can't Buy Me Love,,Drama Comedy Romance Family,Steve Rash,Thom Mount,,Patrick Dempsey,Amanda Peterson,Seth Green
2561,4148,Revolutionary Road,adultery based on novel or book jealousy wife husband relationship infidelity american dream housewife career marriage crisis connecticut suburbia free spirit unhappiness getaway aspiring actor 1950s unhappy marriage feeling trapped bleak,Drama Romance,Sam Mendes,Bobby Cohen,,Leonardo DiCaprio,Kate Winslet,Michael Shannon
2562,186161,The Gilded Cage,emigrant,Comedy,Ruben Alves,Laetitia Galitzine,,Rita Blanco,Joaquim de Almeida,Roland Giraud
2563,3432,Mr. Brooks,,Drama Crime Mystery Thriller,Bruce A. Evans,Kevin Costner,Ramin Djawadi,Kevin Costner,Demi Moore,Dane Cook
2564,51162,Winnie the Pooh,owl tiger aftercreditsstinger duringcreditsstinger,Animation Family,Stephen J. Anderson,Peter Del Vecho,Henry Jackman,Jim Cummings,Jack Boulter,Travis Oates
2565,204436,Jack and the Cuckoo-Clock Heart,musical,Animation Romance Adventure Drama Fantasy,Stéphane Berla,,,Mathias Malzieu,Olivia Ruiz,Grand Corps Malade
2566,171337,Siberian Education,,Drama Crime,Gabriele Salvatores,Marco Chimenz,Mauro Pagani,John Malkovich,Arnas Fedaravicius,Vilius Tumalavicius
2567,10423,Dragon: The Bruce Lee Story,life and death martial arts training biography bruce lee,Drama,Rob Cohen,Raffaella De Laurentiis,Randy Edelman,Jason Scott Lee,Lauren Holly,Robert Wagner
2568,9392,The Descent,mutant expedition cave trauma darkness rope climbing appalachia friends female protagonist best friend survival horror grieving,Adventure Horror,Neil Marshall,Christian Colson,David Julyan,Shauna Macdonald,Natalie Mendoza,Alex Reid
2569,308,Broken Flowers,bachelor ex-boyfriend ex-girlfriend anonymous letter midlife crisis amateur detective it-expert veterinarian unsociability independent film,Comedy Drama Mystery Romance,Jim Jarmusch,Jon Kilik,Mulatu Astatke,Bill Murray,Julie Delpy,Sharon Stone
2570,51209,Kill the Irishman,irish-american mafia car explosion garbage truck longshoreman multiple assassinations,Action Crime Thriller Drama,Jonathan Hensleigh,Al Corley,Patrick Cassidy,Ray Stevenson,Vincent D'Onofrio,Val Kilmer
2571,314402,Dheepan,paris france freedom fighter sri lanka dealing with the past tamil drug gang male-female-relationship war refugee dangerous neighborhood,Crime Drama,Jacques Audiard,Pascal Caucheteux,Nicolas Jaar,Jesuthasan Antonythasan,Kalieaswari Srinivasan,Claudine Vinasithamby
2572,36955,True Lies,spy terrorist florida gun kidnapping horseback riding florida keys secret agent terrorist plot top secret truth serum mushroom cloud jackhammer special agent key west,Action Thriller,James Cameron,Stephanie Austin,Brad Fiedel,Arnold Schwarzenegger,Jamie Lee Curtis,Tom Arnold
2573,73456,Barbie: Princess Charm School,barbie princess animation school barbie doll,Family Animation Fantasy,Ezekiel Norton,Shawn McCorkindale,,Diana Kaarina,Morwenna Banks,Nicole Oliver
2574,8272,The Savages,sibling relationship depression parent child relationship professor literature professor son brother daughter alzheimer's disease sister relation pflegen alienation independent film domestic violence writer relationship family nursing home family feud father figure woman director,Drama,Tamara Jenkins,Ted Hope,Stephen Trask,Laura Linney,Philip Seymour Hoffman,Philip Bosco
2575,37056,Letters to Juliet,italy letter romantic comedy american abroad boyfriend girlfriend italian stereotype verona italy quest,Comedy Drama Romance,Gary Winick,Ellen Barkin,Andrea Guerra,Amanda Seyfried,Christopher Egan,Gael García Bernal
2576,379291,Justice League vs. Teen Titans,dc comics superhero based on comic super power superhero team teen superhero dc animated movie universe,Action Animation,Sam Liu,,,Jon Bernthal,Jason O'Mara,Stuart Allan
2577,192136,Mandela: Long Walk to Freedom,prison south africa apartheid biography nelson mandela historical figure,Drama History,Justin Chadwick,Anant Singh,Alex Heffes,Idris Elba,Naomie Harris,Tony Kgoroge
2578,31997,Saboteur,falsely accused aircraft factory,Thriller War,Alfred Hitchcock,Frank Lloyd,Frank Skinner,Priscilla Lane,Robert Cummings,Otto Kruger
2579,171372,Frank,identity musician music friendship mysterious mental problems,Comedy Drama Mystery,Lenny Abrahamson,David Barron,Stephen Rennicks,Michael Fassbender,Maggie Gyllenhaal,Domhnall Gleeson
2580,1535,Spy Game,spy china cia cold war vietnam war middle east conflict flashback,Action Crime Thriller,Tony Scott,Marc Abraham,Harry Gregson-Williams,Robert Redford,Brad Pitt,Stephen Dillane
2581,31175,Soul Kitchen,,Drama Comedy,Fatih Akin,,,Adam Bousdoukos,Birol Ünel,Moritz Bleibtreu
2582,9684,Sweet and Lowdown,new york guitar jazz night life egocentrism jazz musician independent film pretty woman,Comedy Drama Music,Woody Allen,Jean Doumanian,,Sean Penn,Samantha Morton,Anthony LaPaglia
2583,15723,The Big Kahuna,religion and supernatural independent film lubricant salesman,Comedy Drama,John Swanbeck,Elie Samaha,Christopher Young,Kevin Spacey,Danny DeVito,Peter Facinelli
2584,45284,Outrage,tattoo yakuza restaurant evidence hand grenade extreme violence violence roulette wheel hanging chopsticks power politics racist comment crime family cynical gang member,Action Crime Drama,Takeshi Kitano,Masayuki Mori,,Sôichirô Kitamura,Tomokazu Miura,Jun Kunimura
2585,10590,We Were Soldiers,vietnam veteran based on novel or book missile vietnam war army major based on a true story steel helmet soldier explosion battle bayonet death vietnamese 1960s,Action History War,Randall Wallace,Randall Wallace,Nick Glennie-Smith,Mel Gibson,Greg Kinnear,Madeleine Stowe
2586,547,The Horse Whisperer,love triangle new york montana parent child relationship attachment to nature confidence horseback riding horse riding accident career woman ranch horse whisperer trauma country life marriage crisis crisis travel animal nature,Drama Romance,Robert Redford,Patrick Markey,Allison Moorer,Robert Redford,Kristin Scott Thomas,Sam Neill
2587,604,The Matrix Reloaded,saving the world artificial intelligence man vs machine martial arts kung fu underground world dream hero fight computer virus key future plato precognition rave dying and death virtual reality dystopia computer faith world religion truth car crash mission cyberpunk woman director gnosticism trans director,Adventure Action Thriller Science Fiction,Lilly Wachowski,Joel Silver,Don Davis,Keanu Reeves,Carrie-Anne Moss,Laurence Fishburne
